epoch,accuracy,loss
0,0.9560530781745911,0.11250055581331253
1,0.9631011486053467,0.08826664090156555
2,0.9730514287948608,0.07463037967681885
3,0.9759535789489746,0.06659755110740662
4,0.9776119589805603,0.05992923676967621
5,0.9780265092849731,0.06376796960830688
6,0.9722222089767456,0.0753994882106781
7,0.9809287190437317,0.05581391602754593
8,0.9867330193519592,0.04599250480532646
9,0.9838308691978455,0.0482449047267437
0,0.9763681888580322,0.06404423713684082
1,0.9784411191940308,0.05813971906900406
2,0.9846600294113159,0.04911024495959282
3,0.9854892492294312,0.04946624115109444
4,0.9863184094429016,0.03999290615320206
5,0.9900497794151306,0.030551403760910034
6,0.9941956996917725,0.026505280286073685
7,0.9929519295692444,0.028720637783408165
8,0.9929519295692444,0.02057609148323536
9,0.9921227097511292,0.019778750836849213
0,0.9809287190437317,0.05777600780129433
1,0.9892205595970154,0.032423507422208786
2,0.9904643297195435,0.029135100543498993
3,0.9908789396286011,0.02356458455324173
4,0.9867330193519592,0.03320486098527908
5,0.9904643297195435,0.026583034545183182
6,0.9954394698143005,0.015698391944169998
7,0.996268630027771,0.012364819645881653
8,0.996268630027771,0.011169669218361378
9,0.9958540797233582,0.011460626497864723
0,0.9867330193519592,0.04486996307969093
1,0.9883913993835449,0.027896760031580925
2,0.9937810897827148,0.02070382982492447
3,0.9929519295692444,0.02375570684671402
4,0.9966832399368286,0.012291125021874905
5,0.9958540797233582,0.011710193008184433
6,0.9912935495376587,0.02587229758501053
7,0.9933664798736572,0.02152368053793907
8,0.9946103096008301,0.02081056497991085
9,0.996268630027771,0.008800708688795567
0,0.9904643297195435,0.03094421699643135
1,0.9950248599052429,0.014763614162802696
2,0.9958540797233582,0.017263764515519142
3,0.9975124597549438,0.008482220582664013
4,0.9933664798736572,0.020012132823467255
5,0.9946103096008301,0.016604067757725716
6,0.9954394698143005,0.011652023531496525
7,0.9950248599052429,0.017134975641965866
8,0.9950248599052429,0.01300089992582798
9,0.9941956996917725,0.01949470303952694
0,0.9883913993835449,0.041702643036842346
1,0.9937810897827148,0.019737020134925842
2,0.9954394698143005,0.014972254633903503
3,0.9966832399368286,0.010766287334263325
4,0.9979270100593567,0.0067112562246620655
5,0.9987562298774719,0.004700344521552324
6,0.9987562298774719,0.005910360254347324
7,0.9954394698143005,0.014051138423383236
8,0.9958540797233582,0.011956240981817245
9,0.9987562298774719,0.003906631842255592
0,0.9950248599052429,0.0210553165525198
1,0.9929519295692444,0.018374932929873466
2,0.9966832399368286,0.010348930023610592
3,0.9987562298774719,0.005743101704865694
4,0.9987562298774719,0.005129149649292231
5,0.9987562298774719,0.006230235565453768
6,0.9966832399368286,0.008322102949023247
7,0.996268630027771,0.012521996162831783
8,0.9995853900909424,0.0022783835884183645
9,1.0,0.0008363341330550611
0,0.9958540797233582,0.018365390598773956
1,0.996268630027771,0.013888007961213589
2,0.9970978498458862,0.011672784574329853
3,0.9970978498458862,0.009030735120177269
4,0.9983416199684143,0.0036639729514718056
5,0.9991708397865295,0.0027134751435369253
6,0.9979270100593567,0.005892346613109112
7,0.9937810897827148,0.015906326472759247
8,0.9979270100593567,0.006567069329321384
9,0.9970978498458862,0.008336984552443027
0,0.996268630027771,0.02315322868525982
1,0.9958540797233582,0.013310174457728863
2,0.9975124597549438,0.005345947574824095
3,0.9995853900909424,0.0029220141004770994
4,1.0,0.0008038264350034297
5,1.0,0.0003937722067348659
6,1.0,0.00017545839364174753
7,1.0,0.0001403019850840792
8,1.0,7.910571002867073e-05
9,1.0,7.415653089992702e-05
