epoch,accuracy,loss
0,0.9771973490715027,0.06692355871200562
1,0.9838308691978455,0.05600203946232796
2,0.9875621795654297,0.045168451964855194
3,0.9888059496879578,0.041916538029909134
4,0.9917080998420715,0.029918693006038666
5,0.9838308691978455,0.04871026426553726
6,0.9888059496879578,0.03285704553127289
7,0.9912935495376587,0.028928367421030998
8,0.9912935495376587,0.024473216384649277
9,0.996268630027771,0.014109951443970203
0,0.9846600294113159,0.04721706733107567
1,0.9879767894744873,0.03614555671811104
2,0.9904643297195435,0.039332594722509384
3,0.9917080998420715,0.027717571705579758
4,0.9888059496879578,0.026812473312020302
5,0.9908789396286011,0.024887971580028534
6,0.9921227097511292,0.023995308205485344
7,0.9937810897827148,0.018091388046741486
8,0.9954394698143005,0.012580501846969128
9,0.9933664798736572,0.016800381243228912
0,0.9846600294113159,0.05053776875138283
1,0.9908789396286011,0.030011609196662903
2,0.9937810897827148,0.02120300568640232
3,0.9975124597549438,0.012843684293329716
4,0.996268630027771,0.008756100200116634
5,0.9921227097511292,0.026196720078587532
6,0.9921227097511292,0.028986938297748566
7,0.9970978498458862,0.012532598339021206
8,0.9979270100593567,0.008099110797047615
9,0.9970978498458862,0.008800560608506203
0,0.9904643297195435,0.03264893591403961
1,0.9937810897827148,0.024082472547888756
2,0.9975124597549438,0.010213554836809635
3,0.9941956996917725,0.01516664307564497
4,0.9954394698143005,0.01600566878914833
5,0.9946103096008301,0.020139416679739952
6,0.9983416199684143,0.005947798024863005
7,0.9975124597549438,0.005181063897907734
8,0.9987562298774719,0.0034339618869125843
9,0.9991708397865295,0.005599475000053644
0,0.9937810897827148,0.02940174750983715
1,0.9937810897827148,0.018555637449026108
2,0.9970978498458862,0.012533923611044884
3,0.9987562298774719,0.005568974651396275
4,0.9954394698143005,0.010127420537173748
5,0.9991708397865295,0.004773413762450218
6,0.9983416199684143,0.004018066916614771
7,0.9929519295692444,0.018986118957400322
8,0.9941956996917725,0.016589000821113586
9,0.9929519295692444,0.02081940323114395
0,0.9933664798736572,0.02830144390463829
1,0.9970978498458862,0.008696687407791615
2,0.9946103096008301,0.014072282239794731
3,0.9983416199684143,0.005243564490228891
4,0.9975124597549438,0.00599444517865777
5,0.9983416199684143,0.006038411986082792
6,0.9966832399368286,0.0121188685297966
7,0.9991708397865295,0.002825910458341241
8,0.9987562298774719,0.004129223991185427
9,0.9958540797233582,0.011671464890241623
0,0.9937810897827148,0.022683102637529373
1,0.9970978498458862,0.012116566300392151
2,0.9987562298774719,0.0037191605661064386
3,0.9991708397865295,0.003519263118505478
4,0.9991708397865295,0.004174637142568827
5,0.9970978498458862,0.008309921249747276
6,0.9921227097511292,0.025698162615299225
7,0.9966832399368286,0.010173419490456581
8,0.9995853900909424,0.0030927378684282303
9,0.9995853900909424,0.0014620032161474228
0,0.9946103096008301,0.019673729315400124
1,0.9954394698143005,0.014378251507878304
2,0.9966832399368286,0.010463601909577847
3,0.996268630027771,0.006423505954444408
4,0.9987562298774719,0.003225058550015092
5,0.9991708397865295,0.0016219447134062648
6,0.9987562298774719,0.0019489744445309043
7,0.9991708397865295,0.002064290689304471
8,0.9995853900909424,0.0021843165159225464
9,1.0,0.0009103310876525939
