epoch,accuracy,loss
0,0.9593698382377625,0.1073516309261322
1,0.9742951989173889,0.08398925513029099
2,0.9805141091346741,0.06016317754983902
3,0.9800994992256165,0.05637328699231148
4,0.9863184094429016,0.04609677568078041
5,0.9834162592887878,0.04641200229525566
6,0.9888059496879578,0.03855593875050545
7,0.9809287190437317,0.05448966845870018
8,0.9912935495376587,0.028917379677295685
9,0.9921227097511292,0.02199074812233448
0,0.985903799533844,0.04499068483710289
1,0.9888059496879578,0.039067305624485016
2,0.9879767894744873,0.03703251853585243
3,0.9867330193519592,0.03780383989214897
4,0.9904643297195435,0.02636396326124668
5,0.9933664798736572,0.022250257432460785
6,0.9933664798736572,0.019015386700630188
7,0.996268630027771,0.011945989914238453
8,0.9929519295692444,0.02074035443365574
9,0.9970978498458862,0.011813528835773468
0,0.9854892492294312,0.04255246743559837
1,0.9921227097511292,0.022462835535407066
2,0.9950248599052429,0.019869770854711533
3,0.989635169506073,0.03772389516234398
4,0.9937810897827148,0.01842041127383709
5,0.996268630027771,0.01166805624961853
6,0.9979270100593567,0.00887169037014246
7,0.9987562298774719,0.0044096689671278
8,0.9983416199684143,0.005935439374297857
9,0.9946103096008301,0.01885869912803173
0,0.9921227097511292,0.02574975974857807
1,0.9954394698143005,0.018389277160167694
2,0.9979270100593567,0.010146898217499256
3,0.9979270100593567,0.007702935952693224
4,0.9958540797233582,0.015436222776770592
5,0.9941956996917725,0.01755131594836712
6,0.9966832399368286,0.008033804595470428
7,0.9995853900909424,0.0034590731374919415
8,0.9991708397865295,0.004198798909783363
9,0.996268630027771,0.008588915690779686
0,0.9937810897827148,0.023795170709490776
1,0.996268630027771,0.017040325328707695
2,0.9954394698143005,0.01204944308847189
3,0.9950248599052429,0.012974401004612446
4,0.9979270100593567,0.0061746882274746895
5,0.9991708397865295,0.006757859606295824
6,0.9983416199684143,0.005043266341090202
7,0.9954394698143005,0.010484151542186737
8,0.9987562298774719,0.004258600063621998
9,0.9991708397865295,0.0017779759364202619
0,0.9925373196601868,0.024333015084266663
1,0.9946103096008301,0.01629471406340599
2,0.9983416199684143,0.006333386525511742
3,0.9979270100593567,0.005420264787971973
4,0.9979270100593567,0.00575970858335495
5,0.9987562298774719,0.003550827270373702
6,0.9991708397865295,0.0023628559429198503
7,0.9954394698143005,0.008716637268662453
8,0.996268630027771,0.016909021884202957
9,0.9987562298774719,0.003452926641330123
0,0.9925373196601868,0.02300143800675869
1,0.9970978498458862,0.012413755990564823
2,0.9983416199684143,0.004937455058097839
3,0.9987562298774719,0.00258481502532959
4,0.9995853900909424,0.0011640193406492472
5,0.9995853900909424,0.0006436118273995817
6,1.0,0.000490636273752898
7,1.0,0.00020739127648994327
8,1.0,8.481735130771995e-05
9,1.0,7.767859642626718e-05
0,0.9946103096008301,0.01930328644812107
1,0.9966832399368286,0.009434334002435207
2,0.9975124597549438,0.007231294643133879
3,0.9991708397865295,0.0037543587386608124
4,0.9991708397865295,0.003179253777489066
5,1.0,0.0008088274043984711
6,1.0,0.0003116043226327747
7,1.0,0.00012732634786516428
8,1.0,0.00015899866411928087
9,1.0,0.00010340543667552993
0,0.996268630027771,0.014278964139521122
1,0.9995853900909424,0.002191683044657111
2,0.9991708397865295,0.001949027762748301
3,0.9975124597549438,0.007944068871438503
4,0.9995853900909424,0.0018968568183481693
5,1.0,0.0007858008611947298
6,1.0,0.00020704080816358328
7,1.0,0.00019363191677257419
8,1.0,0.0001070657090167515
9,1.0,7.206585723906755e-05
