epoch,accuracy,loss
0,0.9701492786407471,0.09697428345680237
1,0.9813432693481445,0.06179918348789215
2,0.9834162592887878,0.05453712120652199
3,0.9834162592887878,0.05060596391558647
4,0.9875621795654297,0.04209938272833824
5,0.9900497794151306,0.03798859193921089
6,0.9892205595970154,0.037002284079790115
7,0.989635169506073,0.037745777517557144
8,0.989635169506073,0.030743582174181938
9,0.9917080998420715,0.028475111350417137
0,0.9763681888580322,0.06929054856300354
1,0.9900497794151306,0.03917744383215904
2,0.9892205595970154,0.03744813799858093
3,0.9904643297195435,0.033238306641578674
4,0.9904643297195435,0.03254222869873047
5,0.9912935495376587,0.030475372448563576
6,0.9933664798736572,0.022463781759142876
7,0.9908789396286011,0.02747051976621151
8,0.9929519295692444,0.024738362058997154
9,0.989635169506073,0.03809519112110138
0,0.9883913993835449,0.04513012245297432
1,0.9892205595970154,0.036528412252664566
2,0.9917080998420715,0.026447122916579247
3,0.9908789396286011,0.027579201385378838
4,0.9925373196601868,0.026428740471601486
5,0.9912935495376587,0.029311345890164375
6,0.9908789396286011,0.02739873342216015
7,0.9958540797233582,0.021116828545928
8,0.996268630027771,0.014383755624294281
9,0.9937810897827148,0.020143209025263786
0,0.9900497794151306,0.03559837117791176
1,0.9900497794151306,0.027668025344610214
2,0.9937810897827148,0.02139236032962799
3,0.9946103096008301,0.016207288950681686
4,0.9966832399368286,0.011912435293197632
5,0.9871475696563721,0.035573240369558334
6,0.9917080998420715,0.024982815608382225
7,0.9946103096008301,0.018877962604165077
8,0.9937810897827148,0.019733009859919548
9,0.996268630027771,0.012471385300159454
0,0.9875621795654297,0.04244137182831764
1,0.9946103096008301,0.02174711599946022
2,0.9950248599052429,0.019497815519571304
3,0.9954394698143005,0.011951579712331295
4,0.9958540797233582,0.012752282433211803
5,0.9970978498458862,0.009179359301924706
6,0.9933664798736572,0.019106129184365273
7,0.9954394698143005,0.011118676513433456
8,0.9954394698143005,0.014984390698373318
9,0.9933664798736572,0.02197415567934513
0,0.989635169506073,0.03574571758508682
1,0.9925373196601868,0.021019240841269493
2,0.9946103096008301,0.016888698562979698
3,0.9966832399368286,0.013437903486192226
4,0.9946103096008301,0.014265574514865875
5,0.9946103096008301,0.013024605810642242
6,0.9958540797233582,0.011981992982327938
7,0.9917080998420715,0.018236830830574036
8,0.9929519295692444,0.016143959015607834
9,0.9958540797233582,0.011263443157076836
0,0.9929519295692444,0.028630277141928673
1,0.9954394698143005,0.013895787298679352
2,0.9925373196601868,0.02172783389687538
3,0.9950248599052429,0.014021692797541618
4,0.9966832399368286,0.009597630240023136
5,0.9966832399368286,0.012272506952285767
6,0.9937810897827148,0.017490392550826073
7,0.9941956996917725,0.012975102290511131
8,0.9950248599052429,0.011117714457213879
9,0.9970978498458862,0.006655994337052107
0,0.9904643297195435,0.027948696166276932
1,0.9941956996917725,0.01512052956968546
2,0.996268630027771,0.011152280494570732
3,0.9925373196601868,0.019764624536037445
4,0.9937810897827148,0.018887680023908615
5,0.9966832399368286,0.008886956609785557
6,0.9970978498458862,0.006184928119182587
7,0.9983416199684143,0.005665815435349941
8,0.9970978498458862,0.008734115399420261
9,0.9970978498458862,0.009225488640367985
