epoch,accuracy,loss
0,0.8664593696594238,0.30442744493484497
1,0.9527363181114197,0.13100743293762207
2,0.9674543738365173,0.09520341455936432
3,0.9740049839019775,0.07693730294704437
4,0.9817993640899658,0.055922504514455795
5,0.9819236993789673,0.051878757774829865
6,0.9865257143974304,0.04047504439949989
7,0.9883084297180176,0.03441034257411957
8,0.989262044429779,0.03092166967689991
9,0.9918739795684814,0.025455910712480545
